 4668.2  3.9019  0.0185  3.9237
 4669.3  3.9031  0.0185  3.9271
 4670.4  3.8952  0.0183  3.9024
 4671.5  3.9133  0.0183  3.9416
 4672.5  3.9146  0.0184  3.9232
 4673.6  3.9003  0.0185  3.8934
 4674.7  3.8970  0.0185  3.9041
 4675.8  3.8925  0.0185  3.9017
 4676.9  3.9098  0.0186  3.9268
 4678.0  3.9235  0.0185  3.9279
 4679.1  3.8993  0.0185  3.9031
 4680.2  3.8741  0.0184  3.8722
 4681.2  3.9123  0.0184  3.9144
 4682.3  3.9041  0.0184  3.9137
 4683.4  3.9005  0.0181  3.9155
 4684.5  3.9165  0.0182  3.9334
 4685.6  3.9229  0.0183  3.9288
 4686.7  3.9448  0.0183  3.9411
 4687.8  3.9595  0.0182  3.9461
 4688.9  3.9344  0.0184  3.9200
 4690.0  3.8930  0.0184  3.8808
 4691.1  3.8415  0.0183  3.8274
 4692.1  3.8074  0.0180  3.7946
 4693.2  3.7791  0.0179  3.7724
 4694.3  3.7643  0.0179  3.7456
 4695.4  3.7459  0.0177  3.7284
 4696.5  3.7372  0.0176  3.7260
 4697.6  3.7348  0.0177  3.7168
 4698.7  3.7277  0.0177  3.7110
 4699.8  3.7267  0.0178  3.7216
 4700.9  3.7034  0.0177  3.6955
 4702.0  3.7018  0.0176  3.6713
 4703.1  3.6966  0.0178  3.6759
 4704.2  3.7027  0.0177  3.6739
 4705.3  3.6912  0.0179  3.6653
 4706.4  3.6868  0.0180  3.6734
 4707.5  3.6847  0.0181  3.6722
 4708.5  3.6783  0.0180  3.6574
 4709.6  3.6766  0.0178  3.6644
 4710.7  3.6756  0.0177  3.6530
 4711.8  3.6837  0.0177  3.6646
 4712.9  3.6723  0.0177  3.6566
 4714.0  3.6674  0.0178  3.6535
 4715.1  3.6785  0.0176  3.6605
 4716.2  3.6833  0.0176  3.6561
 4717.3  3.6836  0.0175  3.6617
 4718.4  3.7010  0.0177  3.6850
 4719.5  3.6717  0.0178  3.6488
 4720.6  3.6622  0.0175  3.6432
 4721.7  3.6754  0.0174  3.6563
 4722.8  3.6590  0.0174  3.6319
 4723.9  3.6715  0.0175  3.6511
 4725.0  3.6746  0.0176  3.6669
 4726.1  3.6626  0.0175  3.6410
 4727.2  3.6412  0.0174  3.6040
 4728.3  3.6340  0.0176  3.6012
 4729.4  3.6279  0.0177  3.5737
 4730.5  3.6395  0.0177  3.5592
 4731.6  3.6346  0.0178  3.5907
 4732.7  3.6550  0.0178  3.6445
 4733.8  3.6429  0.0176  3.6155
 4734.9  3.6403  0.0176  3.6145
 4736.0  3.6384  0.0176  3.6049
 4737.1  3.6591  0.0178  3.6151
 4738.2  3.6439  0.0176  3.5950
 4739.3  3.6393  0.0177  3.6125
 4740.4  3.6681  0.0177  3.6473
 4741.5  3.6670  0.0176  3.6286
 4742.6  3.6411  0.0174  3.6074
 4743.7  3.6576  0.0175  3.6245
 4744.8  3.6368  0.0177  3.6426
 4745.9  3.5826  0.0176  3.5493
 4747.0  3.5926  0.0175  3.5267
 4748.1  3.6079  0.0175  3.5809
 4749.2  3.6187  0.0177  3.5892
 4750.4  3.6064  0.0177  3.5807
 4751.5  3.5985  0.0177  3.5875
 4752.6  3.5897  0.0176  3.5782
 4753.7  3.5670  0.0175  3.5499
 4754.8  3.5742  0.0175  3.5469
 4755.9  3.5819  0.0176  3.5604
 4757.0  3.6104  0.0177  3.5884
 4758.1  3.6172  0.0179  3.5836
 4759.2  3.5999  0.0179  3.5747
 4760.3  3.6017  0.0178  3.5683
 4761.4  3.6036  0.0177  3.5693
 4762.5  3.6071  0.0177  3.5709
 4763.6  3.5937  0.0176  3.5651
 4764.7  3.6096  0.0176  3.5871
 4765.9  3.6117  0.0175  3.5664
 4767.0  3.6142  0.0174  3.5659
 4768.1  3.6179  0.0174  3.5821
 4769.2  3.6075  0.0176  3.5701
 4770.3  3.5952  0.0175  3.5579
 4771.4  3.5908  0.0175  3.5547
 4772.5  3.6115  0.0177  3.5802
 4773.6  3.6186  0.0179  3.5981
 4774.7  3.6340  0.0179  3.6160
 4775.8  3.6472  0.0178  3.6281
 4777.0  3.6466  0.0175  3.6219
 4778.1  3.6675  0.0178  3.6511
 4779.2  3.6779  0.0179  3.6599
 4780.3  3.6781  0.0179  3.6514
 4781.4  3.6785  0.0178  3.6462
 4782.5  3.6727  0.0177  3.6480
 4783.6  3.6787  0.0177  3.6576
 4784.7  3.6885  0.0177  3.6778
 4785.8  3.6761  0.0179  3.6662
 4787.0  3.6958  0.0179  3.6877
 4788.1  3.7031  0.0182  3.7061
 4789.2  3.7073  0.0183  3.6964
 4790.3  3.7175  0.0183  3.6959
 4791.4  3.7258  0.0181  3.7101
 4792.5  3.7601  0.0180  3.7678
 4793.6  3.7514  0.0177  3.7567
 4794.8  3.7765  0.0181  3.7789
 4795.9  3.8116  0.0183  3.8196
 4797.0  3.7944  0.0184  3.8040
 4798.1  3.8236  0.0184  3.8310
 4799.2  3.8449  0.0182  3.8658
 4800.3  3.8432  0.0180  3.8653
 4801.5  3.8387  0.0181  3.8658
 4802.6  3.8877  0.0183  3.9272
 4803.7  3.8784  0.0182  3.9176
 4804.8  3.8697  0.0183  3.9026
 4805.9  3.9292  0.0184  3.9579
 4807.0  3.9451  0.0184  3.9764
 4808.2  3.9684  0.0184  4.0131
 4809.3  3.9863  0.0185  4.0424
 4810.4  4.0018  0.0186  4.0520
 4811.5  4.0122  0.0188  4.0511
 4812.6  4.0444  0.0189  4.0999
 4813.8  4.0814  0.0188  4.1390
 4814.9  4.0915  0.0190  4.1712
 4816.0  4.1224  0.0192  4.1888
 4817.1  4.1506  0.0193  4.2005
 4818.2  4.1556  0.0194  4.2270
 4819.4  4.1998  0.0194  4.2661
 4820.5  4.2521  0.0194  4.3197
 4821.6  4.2687  0.0194  4.3457
 4822.7  4.2747  0.0193  4.3807
 4823.8  4.2919  0.0193  4.4236
 4825.0  4.3157  0.0195  4.4419
 4826.1  4.3610  0.0195  4.4914
 4827.2  4.3873  0.0197  4.5166
 4828.3  4.4324  0.0197  4.5580
 4829.5  4.4671  0.0197  4.5988
 4830.6  4.4806  0.0198  4.6347
 4831.7  4.5437  0.0200  4.7061
 4832.8  4.6027  0.0200  4.7654
 4834.0  4.6171  0.0203  4.8052
 4835.1  4.6549  0.0202  4.8339
 4836.2  4.7298  0.0202  4.9076
 4837.3  4.8017  0.0204  4.9901
 4838.5  4.8654  0.0207  5.0788
 4839.6  4.8744  0.0209  5.0906
 4840.7  4.9401  0.0212  5.1293
 4841.8  5.0287  0.0214  5.2475
 4843.0  5.1034  0.0215  5.3538
 4844.1  5.1489  0.0216  5.3772
 4845.2  5.2036  0.0218  5.4606
 4846.3  5.3236  0.0220  5.5866
 4847.5  5.3741  0.0221  5.6258
 4848.6  5.4304  0.0222  5.7136
 4849.7  5.5037  0.0224  5.8080
 4850.8  5.5483  0.0226  5.8665
 4852.0  5.5869  0.0226  5.9281
 4853.1  5.6327  0.0228  5.9905
 4854.2  5.7417  0.0231  6.1109
 4855.4  5.7848  0.0232  6.2039
 4856.5  5.8058  0.0233  6.2583
 4857.6  5.8842  0.0236  6.3559
 4858.8  5.9742  0.0239  6.4760
 4859.9  6.0988  0.0242  6.5942
 4861.0  6.2002  0.0244  6.7036
 4862.1  6.3093  0.0247  6.7924
 4863.3  6.3824  0.0249  6.8290
 4864.4  6.3827  0.0249  6.7983
 4865.5  6.3283  0.0248  6.7174
 4866.7  6.1693  0.0244  6.5582
 4867.8  5.9788  0.0239  6.3894
 4868.9  5.7988  0.0234  6.2434
 4870.1  5.6899  0.0230  6.1469
 4871.2  5.6141  0.0227  6.0423
 4872.3  5.5393  0.0224  5.9426
 4873.5  5.4823  0.0222  5.8672
 4874.6  5.4563  0.0221  5.8188
 4875.7  5.4061  0.0220  5.7423
 4876.9  5.3461  0.0219  5.6558
 4878.0  5.2844  0.0216  5.5925
 4879.1  5.2291  0.0215  5.5134
 4880.3  5.1810  0.0213  5.4426
 4881.4  5.1140  0.0211  5.3664
 4882.5  5.0827  0.0210  5.3382
 4883.7  5.0602  0.0210  5.3265
 4884.8  4.9730  0.0210  5.2330
 4886.0  4.8989  0.0209  5.1493
 4887.1  4.8789  0.0206  5.1076
 4888.2  4.8551  0.0204  5.0786
 4889.4  4.8002  0.0202  5.0252
 4890.5  4.7597  0.0200  4.9619
 4891.6  4.7161  0.0200  4.9141
 4892.8  4.6771  0.0199  4.8813
 4893.9  4.6351  0.0198  4.8337
 4895.0  4.6176  0.0197  4.8044
 4896.2  4.5938  0.0197  4.7822
 4897.3  4.5521  0.0196  4.7463
 4898.5  4.5310  0.0195  4.7084
 4899.6  4.4920  0.0194  4.6529
 4900.7  4.4758  0.0195  4.6485
 4901.9  4.4618  0.0195  4.6130
 4903.0  4.4177  0.0193  4.5521
 4904.2  4.3741  0.0191  4.5024
 4905.3  4.3647  0.0191  4.4958
 4906.4  4.3357  0.0189  4.4614
 4907.6  4.3072  0.0188  4.4346
 4908.7  4.2986  0.0189  4.4285
 4909.9  4.2824  0.0189  4.4143
 4911.0  4.2514  0.0189  4.3724
 4912.1  4.2386  0.0188  4.3554
 4913.3  4.2276  0.0189  4.3427
 4914.4  4.2010  0.0190  4.2898
 4915.6  4.1860  0.0189  4.2801
 4916.7  4.2008  0.0190  4.3170
 4917.9  4.2034  0.0190  4.3066
 4919.0  4.1813  0.0186  4.2698
 4920.2  4.1502  0.0183  4.2419
 4921.3  4.1416  0.0186  4.2166
 4922.5  4.1383  0.0187  4.2049
 4923.6  4.1349  0.0185  4.2037
 4924.7  4.1173  0.0184  4.1835
 4925.9  4.1148  0.0183  4.1812
 4927.0  4.1051  0.0185  4.1737
 4928.2  4.0922  0.0186  4.1568
 4929.3  4.1082  0.0186  4.1735
 4930.5  4.0990  0.0183  4.1593
 4931.6  4.0855  0.0181  4.1497
 4932.8  4.0698  0.0182  4.1363
 4933.9  4.0342  0.0181  4.0867
 4935.1  4.0401  0.0180  4.0732
 4936.2  4.0117  0.0179  4.0430
 4937.4  3.9945  0.0178  4.0233
 4938.5  3.9994  0.0182  4.0238
 4939.6  3.9770  0.0182  3.9945
 4940.8  3.9589  0.0181  3.9758
 4942.0  3.9639  0.0180  3.9835
 4943.1  3.9571  0.0179  3.9711
 4944.2  3.9655  0.0179  3.9760
 4945.4  3.9770  0.0180  3.9923
 4946.5  3.9798  0.0180  3.9975
 4947.7  3.9824  0.0180  3.9956
 4948.9  3.9880  0.0180  3.9913
 4950.0  4.0070  0.0180  4.0144
 4951.1  4.0685  0.0182  4.0943
 4952.3  4.1172  0.0182  4.1591
 4953.5  4.1672  0.0184  4.2288
 4954.6  4.2513  0.0186  4.3488
 4955.8  4.3552  0.0190  4.4969
 4956.9  4.5024  0.0195  4.6905
 4958.1  4.6833  0.0201  4.9407
 4959.2  4.8175  0.0206  5.1219
 4960.4  4.9483  0.0209  5.2426
 4961.5  4.9877  0.0210  5.1657
 4962.7  4.8296  0.0208  4.9385
 4963.8  4.5349  0.0197  4.5846
 4965.0  4.2627  0.0189  4.2689
 4966.1  4.0603  0.0181  4.0557
 4967.3  3.8973  0.0176  3.9024
 4968.5  3.7811  0.0171  3.7988
 4969.6  3.7161  0.0170  3.7150
 4970.8  3.6880  0.0169  3.6866
 4971.9  3.6633  0.0168  3.6621
 4973.1  3.6381  0.0167  3.6357
 4974.2  3.6362  0.0166  3.6337
 4975.4  3.6305  0.0165  3.6275
 4976.5  3.6223  0.0165  3.6189
 4977.7  3.6186  0.0166  3.6149
 4978.9  3.6192  0.0166  3.6269
 4980.0  3.6283  0.0167  3.6315
 4981.2  3.6286  0.0169  3.6373
 4982.4  3.6296  0.0169  3.6371
 4983.5  3.6557  0.0171  3.6044
 4984.7  3.7031  0.0172  3.6706
 4985.8  3.7205  0.0171  3.7348
 4987.0  3.7260  0.0169  3.7348
 4988.1  3.7775  0.0170  3.7839
 4989.3  3.8318  0.0172  3.8508
 4990.5  3.8817  0.0173  3.8996
 4991.6  3.9092  0.0174  3.9212
 4992.8  3.9593  0.0175  3.9667
 4994.0  4.0421  0.0177  4.0614
 4995.1  4.0998  0.0179  4.1310
 4996.3  4.1995  0.0183  4.2287
 4997.4  4.2951  0.0186  4.3308
 4998.6  4.4069  0.0189  4.4780
 4999.8  4.5400  0.0192  4.6494
 5000.9  4.7183  0.0196  4.9011
 5002.1  4.9276  0.0203  5.2289
 5003.2  5.2158  0.0209  5.6695
 5004.4  5.5595  0.0219  6.2172
 5005.6  5.9391  0.0232  6.8384
 5006.7  6.2964  0.0244  7.4801
 5007.9  6.4918  0.0254  7.9043
 5009.1  6.5755  0.0256  7.9311
 5010.2  6.4822  0.0251  7.5371
 5011.4  6.0879  0.0238  6.7563
 5012.6  5.4951  0.0222  5.8587
 5013.7  4.9857  0.0205  5.1432
 5014.9  4.5762  0.0192  4.6672
 5016.1  4.2528  0.0181  4.3346
 5017.2  4.0404  0.0175  4.1132
 5018.4  3.9190  0.0170  3.9736
 5019.6  3.8426  0.0167  3.8841
 5020.7  3.7893  0.0166  3.8434
 5021.9  3.7277  0.0164  3.7836
 5023.1  3.7100  0.0163  3.7658
 5024.2  3.6780  0.0163  3.7292
 5025.4  3.6632  0.0162  3.7104
 5026.6  3.6462  0.0162  3.6825
 5027.8  3.6185  0.0160  3.6512
 5028.9  3.6006  0.0160  3.6397
 5030.1  3.5705  0.0160  3.6050
 5031.3  3.5483  0.0160  3.5825
 5032.4  3.5364  0.0159  3.5875
 5033.6  3.5106  0.0160  3.5304
 5034.8  3.4865  0.0159  3.5248
 5035.9  3.4993  0.0157  3.5438
 5037.1  3.5150  0.0155  3.5539
 5038.3  3.4756  0.0154  3.5208
 5039.5  3.4471  0.0155  3.4791
 5040.6  3.4520  0.0154  3.4687
 5041.8  3.4340  0.0153  3.4603
 5043.0  3.4089  0.0154  3.4367
 5044.1  3.4089  0.0153  3.4204
 5045.3  3.3831  0.0153  3.3951
 5046.5  3.3701  0.0153  3.3931
 5047.7  3.3732  0.0153  3.4019
 5048.8  3.3649  0.0152  3.3911
 5050.0  3.3581  0.0150  3.3880
 5051.2  3.3348  0.0150  3.3602
 5052.4  3.3385  0.0149  3.3619
 5053.5  3.3258  0.0148  3.3472
 5054.7  3.3186  0.0149  3.3360
 5055.9  3.3197  0.0149  3.3257
 5057.1  3.3068  0.0149  3.3228
 5058.2  3.3049  0.0149  3.3205
 5059.4  3.2729  0.0149  3.2672
 5060.6  3.2697  0.0148  3.2745
 5061.8  3.2904  0.0149  3.2957
 5063.0  3.2830  0.0149  3.2882
 5064.1  3.2844  0.0148  3.2966
 5065.3  3.2628  0.0148  3.2785
 5066.5  3.2439  0.0148  3.2536
 5067.7  3.2249  0.0148  3.2251
 5068.8  3.2164  0.0148  3.2168
 5070.0  3.2139  0.0147  3.2135
 5071.2  3.2164  0.0146  3.2193
 5072.4  3.2015  0.0145  3.2085
 5073.6  3.1744  0.0144  3.1836
 5074.7  3.1359  0.0143  3.1524
 5075.9  3.1309  0.0142  3.1457
 5077.1  3.1488  0.0142  3.1655
 5078.3  3.1697  0.0143  3.1874
 5079.5  3.1646  0.0143  3.1644
 5080.6  3.1547  0.0143  3.1369
 5081.8  3.1426  0.0143  3.1312
 5083.0  3.1474  0.0144  3.1453
 5084.2  3.1401  0.0143  3.1274
 5085.4  3.1284  0.0142  3.1198
 5086.6  3.1414  0.0142  3.1432
 5087.7  3.1237  0.0141  3.1177
 5088.9  3.1360  0.0143  3.1325
 5090.1  3.1451  0.0144  3.1486
 5091.3  3.1409  0.0143  3.1440
 5092.5  3.1366  0.0142  3.1407
 5093.7  3.1238  0.0141  3.1260
 5094.9  3.1249  0.0141  3.1333
 5096.0  3.1104  0.0142  3.1223
 5097.2  3.1042  0.0141  3.1135
 5098.4  3.0918  0.0139  3.0907
 5099.6  3.1007  0.0140  3.0995
 5100.8  3.1090  0.0141  3.1059
 5102.0  3.1020  0.0142  3.0869
 5103.1  3.0994  0.0142  3.0817
 5104.3  3.0803  0.0142  3.0649
 5105.5  3.0979  0.0142  3.0977
 5106.7  3.0768  0.0140  3.0745
 5107.9  3.0724  0.0139  3.0662
 5109.1  3.0836  0.0141  3.0753
 5110.3  3.1027  0.0142  3.1053
 5111.5  3.1026  0.0142  3.0980
 5112.6  3.0872  0.0141  3.0810
 5113.8  3.0898  0.0140  3.0882
 5115.0  3.0880  0.0140  3.0834
 5116.2  3.1053  0.0142  3.1121
 5117.4  3.0983  0.0142  3.1029
 5118.6  3.0988  0.0140  3.1069
 5119.8  3.1140  0.0141  3.1298
 5121.0  3.1219  0.0141  3.1376
 5122.2  3.1237  0.0143  3.1374
 5123.4  3.1163  0.0144  3.1315
 5124.6  3.1013  0.0143  3.1130
 5125.8  3.1157  0.0142  3.1233
 5126.9  3.1237  0.0141  3.1289
 5128.1  3.1158  0.0141  3.1116
 5129.3  3.1364  0.0144  3.1236
 5130.5  3.1374  0.0145  3.1344
 5131.7  3.1231  0.0145  3.1272
 5132.9  3.1293  0.0146  3.1407
 5134.1  3.1313  0.0145  3.1397
 5135.3  3.1372  0.0143  3.1528
 5136.5  3.1758  0.0144  3.1936
 5137.7  3.1808  0.0144  3.1983
 5138.9  3.1921  0.0144  3.2230
 5140.1  3.1794  0.0144  3.2106
 5141.3  3.1588  0.0144  3.1866
 5142.5  3.1823  0.0145  3.2120
 5143.7  3.1886  0.0145  3.2171
 5144.9  3.1958  0.0145  3.2183
 5146.1  3.2197  0.0144  3.2454
 5147.3  3.2228  0.0144  3.2561
 5148.5  3.2094  0.0145  3.2424
 5149.6  3.2155  0.0146  3.2483
 5150.9  3.2371  0.0144  3.2686
 5152.0  3.2317  0.0145  3.2683
 5153.2  3.2461  0.0144  3.2791
 5154.4  3.2538  0.0146  3.2907
 5155.6  3.2656  0.0147  3.3012
 5156.8  3.2863  0.0146  3.3215
 5158.0  3.2873  0.0147  3.3312
 5159.2  3.2815  0.0148  3.3247
 5160.4  3.2991  0.0149  3.3313
 5161.6  3.3280  0.0150  3.3748
 5162.8  3.3273  0.0149  3.3843
 5164.0  3.3324  0.0149  3.3897
 5165.2  3.3457  0.0148  3.4081
 5166.5  3.3422  0.0149  3.4118
 5167.6  3.3269  0.0149  3.3797
 5168.9  3.3030  0.0150  3.3566
 5170.0  3.3091  0.0149  3.3676
 5171.3  3.3064  0.0149  3.3536
 5172.5  3.3235  0.0150  3.3760
 5173.7  3.3347  0.0153  3.3965
 5174.9  3.3303  0.0153  3.3889
 5176.1  3.3149  0.0153  3.3771
 5177.3  3.3306  0.0155  3.3988
 5178.5  3.3323  0.0154  3.4050
 5179.7  3.3259  0.0152  3.3904
 5180.9  3.3084  0.0150  3.3701
 5182.1  3.2942  0.0149  3.3507
 5183.3  3.2763  0.0149  3.3264
 5184.5  3.2829  0.0147  3.3292
 5185.7  3.2729  0.0145  3.3142
 5186.9  3.2623  0.0145  3.2932
 5188.1  3.2640  0.0145  3.3006
 5189.3  3.2528  0.0148  3.2917
 5190.5  3.2502  0.0150  3.2952
 5191.7  3.2678  0.0150  3.3219
 5193.0  3.2626  0.0147  3.3103
 5194.2  3.2442  0.0146  3.2811
 5195.4  3.2712  0.0148  3.3066
 5196.6  3.2855  0.0150  3.3300
 5197.8  3.3005  0.0151  3.3508
 5199.0  3.3082  0.0151  3.3630
 5200.2  3.3089  0.0149  3.3593
 5201.4  3.3240  0.0148  3.3817
 5202.6  3.2953  0.0148  3.3534
 5203.8  3.2760  0.0147  3.3340
 5205.0  3.2633  0.0146  3.3158
 5206.2  3.2325  0.0144  3.2866
 5207.5  3.2262  0.0142  3.2720
 5208.7  3.2121  0.0143  3.2522
 5209.9  3.2200  0.0143  3.2661
 5211.1  3.2167  0.0144  3.2634
 5212.3  3.1797  0.0143  3.2208
 5213.5  3.1983  0.0144  3.2505
 5214.7  3.2258  0.0143  3.2837
 5216.0  3.2017  0.0142  3.2431
 5217.2  3.2037  0.0141  3.2570
 5218.4  3.1893  0.0141  3.2283
 5219.6  3.1812  0.0140  3.2340
 5220.8  3.1911  0.0142  3.2445
 5222.0  3.2002  0.0143  3.2440
 5223.2  3.1779  0.0142  3.2186
 5224.5  3.1876  0.0141  3.2306
 5225.7  3.2051  0.0141  3.2345
 5226.9  3.1974  0.0142  3.2467
 5228.1  3.1734  0.0143  3.2167
 5229.3  3.1747  0.0143  3.2201
 5230.5  3.1948  0.0143  3.2367
 5231.8  3.1974  0.0143  3.2132
 5233.0  3.2021  0.0143  3.2320
 5234.2  3.1962  0.0143  3.2415
 5235.4  3.2024  0.0142  3.2462
 5236.6  3.2258  0.0143  3.2714
 5237.8  3.2504  0.0143  3.3018
 5239.0  3.2519  0.0144  3.2905
 5240.3  3.2394  0.0144  3.2789
 5241.5  3.2178  0.0143  3.2593
 5242.7  3.2366  0.0144  3.2742
 5243.9  3.2530  0.0143  3.2857
 5245.1  3.2241  0.0143  3.2654
 5246.4  3.2119  0.0144  3.2514
 5247.6  3.2210  0.0144  3.2507
 5248.8  3.2324  0.0144  3.2871
 5250.0  3.2039  0.0144  3.2548
 5251.2  3.1997  0.0143  3.2450
 5252.5  3.2136  0.0143  3.2558
 5253.7  3.1979  0.0143  3.2338
 5254.9  3.2058  0.0143  3.2502
 5256.1  3.2108  0.0143  3.2588
 5257.4  3.2011  0.0143  3.2501
 5258.6  3.2026  0.0142  3.2587
 5259.8  3.2165  0.0142  3.2706
 5261.0  3.2241  0.0144  3.2742
 5262.3  3.2102  0.0144  3.2667
 5263.5  3.2002  0.0144  3.2476
 5264.7  3.2224  0.0144  3.2636
 5265.9  3.2196  0.0143  3.2614
 5267.2  3.1955  0.0143  3.2399
 5268.4  3.1793  0.0142  3.2267
 5269.6  3.1764  0.0142  3.2260
 5270.8  3.1875  0.0142  3.2258
 5272.1  3.2015  0.0142  3.2427
 5273.3  3.2127  0.0144  3.2533
 5274.5  3.1959  0.0144  3.2394
 5275.7  3.2077  0.0145  3.2598
 5277.0  3.2241  0.0145  3.2798
 5278.2  3.2208  0.0146  3.2864
 5279.4  3.2498  0.0147  3.3148
 5280.6  3.2388  0.0148  3.2969
 5281.9  3.2386  0.0149  3.2894
 5283.1  3.2524  0.0149  3.3007
 5284.3  3.2260  0.0148  3.2811
 5285.6  3.2087  0.0145  3.2818
 5286.8  3.2428  0.0144  3.3076
 5288.0  3.2447  0.0145  3.3073
 5289.2  3.2047  0.0146  3.2912
 5290.5  3.2198  0.0145  3.2842
 5291.7  3.2437  0.0143  3.3017
 5293.0  3.2357  0.0142  3.2943
 5294.2  3.2166  0.0142  3.2775
 5295.4  3.2160  0.0141  3.2651
 5296.6  3.2079  0.0141  3.2522
 5297.9  3.1735  0.0141  3.2325
 5299.1  3.1656  0.0142  3.2319
 5300.3  3.1682  0.0141  3.2308
 5301.6  3.1653  0.0140  3.2003
 5302.8  3.1703  0.0141  3.2143
 5304.0  3.1710  0.0143  3.2306
 5305.3  3.2036  0.0147  3.2634
 5306.5  3.2118  0.0150  3.2668
 5307.7  3.2147  0.0150  3.2696
 5309.0  3.2240  0.0146  3.2689
 5310.2  3.2109  0.0144  3.2669
 5311.4  3.2238  0.0145  3.2858
 5312.7  3.2488  0.0147  3.2854
 5313.9  3.2328  0.0146  3.2947
 5315.1  3.2146  0.0146  3.2827
 5316.4  3.1876  0.0147  3.2566
 5317.6  3.1881  0.0147  3.2634
 5318.9  3.1848  0.0147  3.2544
 5320.1  3.1865  0.0147  3.2621
 5321.3  3.1830  0.0145  3.2628
 5322.6  3.1658  0.0142  3.2305
 5323.8  3.1511  0.0142  3.2099
 5325.0  3.1425  0.0143  3.2037
 5326.3  3.1416  0.0142  3.2098
 5327.5  3.1437  0.0140  3.2110
 5328.8  3.1125  0.0139  3.1562
 5330.0  3.1146  0.0139  3.1740
 5331.2  3.0965  0.0139  3.1554
 5332.5  3.0820  0.0138  3.1249
 5333.7  3.0849  0.0138  3.1285
 5335.0  3.0863  0.0140  3.1366
 5336.2  3.0674  0.0140  3.1171
 5337.5  3.0532  0.0139  3.0914
 5338.7  3.0676  0.0139  3.1069
 5339.9  3.0589  0.0140  3.1065
 5341.2  3.0497  0.0142  3.0961
 5342.4  3.0417  0.0143  3.0754
 5343.7  3.0320  0.0143  3.0763
 5344.9  3.0219  0.0141  3.0775
 5346.1  3.0053  0.0139  3.0463
 5347.4  3.0084  0.0137  3.0405
 5348.6  2.9889  0.0135  3.0229
 5349.9  2.9617  0.0135  3.0022
 5351.1  2.9673  0.0136  3.0113
 5352.4  2.9770  0.0137  3.0232
 5353.6  2.9747  0.0138  3.0213
 5354.9  2.9632  0.0137  3.0030
 5356.1  2.9592  0.0136  3.0080
 5357.4  2.9536  0.0135  2.9900
 5358.6  2.9706  0.0136  3.0059
 5359.8  2.9819  0.0138  3.0285
 5361.1  2.9634  0.0138  2.9978
 5362.3  2.9635  0.0139  2.9911
 5363.6  2.9697  0.0138  3.0057
 5364.8  2.9618  0.0139  3.0029
 5366.1  2.9551  0.0140  2.9861
 5367.3  2.9391  0.0140  2.9763
 5368.6  2.9389  0.0138  2.9764
 5369.8  2.9248  0.0137  2.9678
 5371.1  2.8888  0.0136  2.9374
 5372.3  2.9012  0.0137  2.9181
 5373.6  2.9023  0.0138  2.9250
 5374.8  2.8875  0.0138  2.9249
 5376.1  2.8757  0.0137  2.9067
 5377.3  2.8838  0.0135  2.9113
 5378.6  2.8961  0.0134  2.9208
 5379.8  2.8960  0.0134  2.9218
 5381.1  2.8901  0.0135  2.9251
 5382.3  2.8862  0.0135  2.9148
 5383.6  2.8766  0.0134  2.9044
 5384.8  2.8595  0.0133  2.8914
 5386.1  2.8364  0.0133  2.8636
 5387.3  2.8419  0.0133  2.8644
 5388.6  2.8456  0.0133  2.8668
 5389.9  2.8519  0.0135  2.8720
 5391.1  2.8570  0.0135  2.8734
 5392.4  2.8405  0.0134  2.8580
 5393.6  2.8386  0.0133  2.8524
 5394.9  2.8338  0.0132  2.8496
 5396.1  2.8174  0.0132  2.8293
 5397.4  2.8160  0.0133  2.8219
 5398.6  2.8070  0.0132  2.8222
 5399.9  2.7945  0.0132  2.8124
 5401.1  2.8083  0.0131  2.8182
 5402.4  2.7962  0.0131  2.8021
 5403.7  2.8010  0.0131  2.8137
 5404.9  2.8080  0.0131  2.8318
 5406.2  2.8217  0.0131  2.8461
 5407.4  2.8061  0.0130  2.8286
 5408.7  2.8082  0.0130  2.8199
 5409.9  2.8154  0.0131  2.8217
 5411.2  2.7925  0.0131  2.8044
 5412.5  2.8047  0.0130  2.8107
 5413.7  2.8151  0.0129  2.8315
 5415.0  2.8093  0.0129  2.8319
 5416.2  2.8265  0.0130  2.8441
 5417.5  2.8501  0.0132  2.8586
 5418.8  2.8541  0.0133  2.8638
 5420.0  2.8413  0.0132  2.8482
 5421.3  2.8280  0.0131  2.8396
 5422.5  2.8292  0.0130  2.8385
 5423.8  2.8235  0.0130  2.8338
 5425.1  2.8192  0.0131  2.8370
 5426.3  2.8082  0.0132  2.8284
 5427.6  2.8003  0.0132  2.8240
 5428.9  2.8060  0.0132  2.8284
 5430.1  2.8119  0.0131  2.8234
 5431.4  2.8106  0.0131  2.8259
 5432.6  2.7896  0.0130  2.8031
 5433.9  2.7775  0.0130  2.7894
 5435.2  2.7935  0.0130  2.8178
 5436.4  2.7902  0.0129  2.8078
 5437.7  2.7742  0.0129  2.7875
 5439.0  2.7691  0.0130  2.7791
 5440.2  2.7738  0.0130  2.7871
 5441.5  2.7660  0.0130  2.7741
 5442.8  2.7843  0.0130  2.8071
 5444.0  2.7845  0.0131  2.8066
 5445.3  2.7522  0.0129  2.7616
 5446.6  2.7369  0.0129  2.7458
 5447.8  2.7397  0.0129  2.7574
 5449.1  2.7241  0.0129  2.7402
