#
#LATEST AND BEST COMPOSITE QSO SPECTRUM.
#
#Paul Francis, ANU, 28/10/02
#
#http://msowww.anu.edu.au/~pfrancis/composite/
#
#
#This is the latest and best composite spectrum. It extends the LBQS
#composite to longer wavelengths, using wide wavelength coverage spectra of
#2MASS, PG and HE QSOs obtained with the Siding Spring 2.3m telescope.
#
#This is an unweighted mean spectrum (unlike the original) - this hurts the
#signal to noise ratio slightly but ensures that it truly represents the
#average properties of AGN with the relevant luminosity and redshift.
#
#This composite was generated by splicing together six individual composites at
#different rest wavelengths. Each of the individuals was generated by
#normalising all spectra that showed a given wavelength range to have the same
#mean in that range. Splice wavelengths were chosen to maximise s/n ratios and
#avoid artifacts.
#
#--------------------------------------------
#Component individual composites.
#
#
#Wavelength Wavelengths
# Used in     used to
#  This      normalise
#  Final      spectra
#Composite
# <1400A    1430-1500A 
#1400-1700  1430-1500A
#1700-2000  1680-1810A
#2000-3000  2000-2700A
#3000-4000  3000-3700A
#4000+      5100-6000A
#
#--------------------------------------------
#QSO spectra going into the composite.
#
#949 LBQS QSOs (BALQSOs were excluded. Only data longward of 4000A was used,
#except for the shortest wavelength composite). Spectra mostly run from 
#3200-7400A, though flux below 4000A often badly compromised by differential 
#atmospheric refraction.
#
#191 2MASS AGN (Selected from 2MASS as having J-K>2, K<14.0 and FWHM
#H-alpha>1000 km/s. A complete southern hemisphere sample). Spectra run from
#3600-9700A
#
#37 Hamburg ESO QSOs (selected to have z<0.5: otherwise a random subset of the
#catalogue) Spectra run from 3600-9700A.
#
#18 PG QSOs (z<0.5, otherwise a random subset). Spectra run from
#3600-9700A.
#
#LBQS redshifts were derived by interative cross-correlation, as described in
#the original paper. 2MASS, HE and PG QSO redshifts were measured interactively
#from the peak of the [O III] 5007 line, when measurable. In the rare event
#that no reliable redshift could be measured from [O III], the peak of H-alpha
#was used.
#
#
#---------------------------------------------
#
#
#Columns: 
#   Wavelength (Angstroms)
#   Flux (per unit wavelength, arbitrary units)
#   Number of spectra contributing to this bin.
#   Mean redshift of spectra contributing to this bin
#   Lowest contributing redshift
#   Largest contributing redshift.
#
#
#---------------------------------------------------------
#
     961.0   323.382  31  2.920  2.650  3.360
     963.5   351.107  32  2.910  2.640  3.360
     966.0   333.212  32  2.910  2.640  3.360
     968.5   343.981  32  2.910  2.640  3.360
     971.0   370.773  32  2.910  2.640  3.360
     973.5   363.372  32  2.910  2.640  3.360
     976.0   416.755  35  2.880  2.590  3.360
     978.5   395.646  37  2.870  2.580  3.360
     981.0   414.271  37  2.870  2.580  3.360
     983.5   392.106  38  2.860  2.570  3.360
     986.0   425.077  39  2.850  2.560  3.360
     988.5   439.672  40  2.840  2.550  3.360
     991.0   455.580  42  2.830  2.540  3.360
     993.5   439.091  42  2.830  2.540  3.360
     996.0   439.782  45  2.810  2.520  3.360
     998.5   458.614  46  2.800  2.510  3.360
    1001.0   480.091  48  2.790  2.500  3.360
    1003.5   484.851  48  2.790  2.500  3.360
    1006.0   479.714  48  2.790  2.500  3.360
    1008.5   469.872  48  2.790  2.500  3.360
    1011.0   452.104  49  2.780  2.470  3.360
    1013.5   439.382  52  2.770  2.460  3.360
    1016.0   508.187  53  2.760  2.450  3.360
    1018.5   526.599  54  2.750  2.440  3.360
    1021.0   548.779  55  2.750  2.430  3.360
    1023.5   558.622  56  2.740  2.420  3.360
    1026.0   548.528  57  2.740  2.420  3.360
    1028.5   531.300  58  2.730  2.410  3.360
    1031.0   578.593  60  2.720  2.400  3.360
    1033.5   636.117  61  2.710  2.390  3.360
    1036.0   600.829  63  2.700  2.380  3.360
    1038.5   601.621  63  2.700  2.380  3.360
    1041.0   567.290  63  2.700  2.380  3.360
    1043.5   575.879  64  2.700  2.360  3.360
    1046.0   578.607  65  2.690  2.350  3.360
    1048.5   565.904  67  2.680  2.340  3.360
    1051.0   543.079  69  2.670  2.330  3.360
    1053.5   538.120  71  2.660  2.330  3.360
    1056.0   535.696  71  2.660  2.330  3.360
    1058.5   533.452  75  2.650  2.310  3.360
    1061.0   541.105  82  2.620  2.300  3.360
    1063.5   556.481  84  2.610  2.300  3.360
    1066.0   552.482  87  2.600  2.290  3.360
    1068.5   551.857  89  2.590  2.280  3.360
    1071.0   551.368  94  2.590  2.270  3.360
    1073.5   541.816  96  2.590  2.260  3.360
    1076.0   530.697  98  2.580  2.260  3.360
    1078.5   525.468 101  2.580  2.260  3.360
    1081.0   499.906 105  2.570  2.240  3.360
    1083.5   509.953 107  2.570  2.240  3.360
    1086.0   485.806 109  2.560  2.230  3.360
    1088.5   498.727 110  2.560  2.230  3.360
    1091.0   491.623 114  2.550  2.210  3.360
    1093.5   476.575 116  2.540  2.210  3.360
    1096.0   477.266 116  2.540  2.210  3.360
    1098.5   467.003 118  2.540  2.190  3.360
    1101.0   472.870 120  2.530  2.190  3.360
    1103.5   483.373 121  2.530  2.180  3.360
    1106.0   483.364 123  2.520  2.170  3.360
    1108.5   478.927 124  2.520  2.170  3.360
    1111.0   478.166 126  2.510  2.160  3.360
    1113.5   480.275 130  2.500  2.150  3.360
    1116.0   477.726 132  2.500  2.140  3.360
    1118.5   497.827 133  2.490  2.130  3.360
    1121.0   505.721 134  2.490  2.130  3.360
    1123.5   519.394 135  2.490  2.120  3.360
    1126.0   518.896 135  2.490  2.120  3.360
    1128.5   518.758 138  2.480  2.110  3.360
    1131.0   523.063 141  2.470  2.100  3.360
    1133.5   507.727 143  2.470  2.090  3.360
    1136.0   475.486 144  2.460  2.090  3.360
    1138.5   480.031 148  2.450  2.080  3.360
    1141.0   492.144 152  2.440  2.070  3.360
    1143.5   480.878 156  2.430  2.060  3.360
    1146.0   464.726 158  2.430  2.060  3.360
    1148.5   482.779 162  2.420  2.050  3.360
    1151.0   506.486 162  2.420  2.050  3.360
    1153.5   501.325 163  2.420  2.040  3.360
    1156.0   511.108 165  2.410  2.030  3.360
    1158.5   507.234 167  2.410  2.030  3.360
    1161.0   497.600 169  2.410  2.020  3.360
    1163.5   510.365 169  2.410  2.020  3.360
    1166.0   525.653 173  2.400  2.000  3.360
    1168.5   519.213 173  2.400  2.000  3.360
    1171.0   528.125 176  2.390  1.990  3.360
    1173.5   547.488 178  2.380  1.990  3.360
    1176.0   542.428 180  2.380  1.980  3.360
    1178.5   557.537 183  2.370  1.970  3.360
    1181.0   565.963 186  2.370  1.970  3.360
    1183.5   593.646 188  2.360  1.960  3.360
    1186.0   599.947 191  2.360  1.950  3.360
    1188.5   632.630 194  2.350  1.950  3.360
    1191.0   666.549 196  2.350  1.950  3.360
    1193.5   696.692 198  2.340  1.940  3.360
    1196.0   733.581 199  2.340  1.930  3.360
    1198.5   770.029 202  2.330  1.930  3.360
    1201.0   820.853 203  2.330  1.930  3.360
    1203.5   890.221 206  2.330  1.910  3.360
    1206.0   971.984 209  2.320  1.910  3.360
    1208.5  1096.731 211  2.320  1.900  3.360
    1211.0  1238.809 214  2.310  1.890  3.360
    1213.5  1381.325 214  2.310  1.890  3.360
    1216.0  1622.808 216  2.310  1.890  3.360
    1218.5  1656.395 217  2.300  1.880  3.360
    1221.0  1518.948 219  2.300  1.870  3.360
    1223.5  1355.332 221  2.300  1.860  3.360
    1226.0  1231.569 223  2.290  1.860  3.360
    1228.5  1147.518 224  2.290  1.860  3.360
    1231.0  1126.455 226  2.290  1.850  3.360
    1233.5  1104.396 229  2.280  1.840  3.360
    1236.0  1109.229 232  2.280  1.840  3.360
    1238.5  1095.761 232  2.280  1.840  3.360
    1241.0  1083.861 232  2.280  1.840  3.360
    1243.5  1054.805 233  2.270  1.820  3.360
    1246.0   966.258 234  2.270  1.810  3.360
    1248.5   895.884 237  2.270  1.810  3.360
    1251.0   836.348 237  2.270  1.810  3.360
    1253.5   780.958 239  2.260  1.800  3.360
    1256.0   740.450 240  2.260  1.790  3.360
    1258.5   720.515 241  2.260  1.790  3.360
    1261.0   720.040 242  2.260  1.790  3.360
