# wl wmean ewmean
4.087330352228346783e+03 8.371855730566035714e-01 1.872410745143496258e-02
4.087730352228346874e+03 9.521706500005425733e-01 2.384880958282243821e-02
4.088130352228346965e+03 9.326891469479989816e-01 2.251768482213813150e-02
4.088530352228347056e+03 9.281573957615956161e-01 2.394605785309588189e-02
4.088930352228347147e+03 9.525805842049401839e-01 2.564083786587841723e-02
4.089330352228346783e+03 9.030022543088426223e-01 2.116841075565545696e-02
4.089730352228346874e+03 8.488113084122808072e-01 2.063528765117282268e-02
4.090130352228346965e+03 9.059736776196573027e-01 1.967876153208472992e-02
4.090530352228346601e+03 8.678770032578468907e-01 1.834611141400853754e-02
4.090930352228346692e+03 8.440801486720924673e-01 1.814496517726002511e-02
4.091330352228346783e+03 8.816598091370158041e-01 2.016077921245720828e-02
4.091730352228346874e+03 8.468484829391510482e-01 1.912152772152745858e-02
4.092130352228346965e+03 8.609891169672035938e-01 1.997275901191190514e-02
4.092530352228346601e+03 8.616373662765177688e-01 1.947897771098570235e-02
4.092930352228346692e+03 8.483017264992851469e-01 1.940384956690992604e-02
4.093330352228346783e+03 8.610758421047555178e-01 1.829132464010523734e-02
4.093730352228346419e+03 8.508203925513536658e-01 1.768293314647565936e-02
4.094130352228346510e+03 8.518951469752327199e-01 1.776133235300234384e-02
4.094530352228346601e+03 8.342676488795836010e-01 1.897806549567530171e-02
4.094930352228346692e+03 8.980387575690669255e-01 2.088699921365369874e-02
4.095330352228346783e+03 8.293799469391843759e-01 1.927416752316648413e-02
4.095730352228346419e+03 9.130599477651449858e-01 2.151987037245131976e-02
4.096130352228346055e+03 9.007146365988714098e-01 2.137701213206076589e-02
4.096530352228346601e+03 9.269796346175390722e-01 2.324174199205612107e-02
4.096930352228346237e+03 8.531038202156961958e-01 1.935568648606129233e-02
4.097330352228345873e+03 9.405319796760152062e-01 2.400986553598724593e-02
4.097730352228346419e+03 9.456429734338346327e-01 2.471023400955268609e-02
4.098130352228346055e+03 8.837560403178416069e-01 1.882056775964802836e-02
4.098530352228346601e+03 8.478055833695676835e-01 1.825672610234731208e-02
4.098930352228346237e+03 8.354764860889376532e-01 1.833794946763564124e-02
4.099330352228345873e+03 8.410638976119053645e-01 1.858582925567341115e-02
4.099730352228346419e+03 8.609168530966559985e-01 1.872234524068980624e-02
4.100130352228346055e+03 8.463160601172081687e-01 1.770794167573746039e-02
4.100530352228345691e+03 8.468793703703743070e-01 1.783750054810885263e-02
4.100930352228346237e+03 8.612754467046969120e-01 1.896223491752603227e-02
4.101330352228345873e+03 8.872411057037067339e-01 2.030759304392446007e-02
4.101730352228346419e+03 8.631358819759730183e-01 1.839173901854324056e-02
4.102130352228346055e+03 8.549886999486270289e-01 1.794692429898168962e-02
4.102530352228345691e+03 8.519061261198948021e-01 1.779158588747646250e-02
4.102930352228346237e+03 8.581348066005687336e-01 1.813116611731980382e-02
4.103330352228345873e+03 8.400035901592055598e-01 1.944911193246564099e-02
4.103730352228345510e+03 8.880645895214883678e-01 2.139181584698689881e-02
4.104130352228346055e+03 9.259473345761002339e-01 2.377738886583627073e-02
4.104530352228345691e+03 9.413104226965057775e-01 2.443140282841712793e-02
4.104930352228346237e+03 8.723990345764588428e-01 1.921493450572965903e-02
4.105330352228345873e+03 8.517013830739192937e-01 1.879729998686182138e-02
4.105730352228345510e+03 8.373910102316972637e-01 1.938654712874916461e-02
4.106130352228346055e+03 9.103463240169107351e-01 2.184294750139526356e-02
4.106530352228345691e+03 8.736977076298357847e-01 2.178346909370411366e-02
4.106930352228345328e+03 9.089352548820682776e-01 2.099998400659967845e-02
4.107330352228345873e+03 8.549994058293278743e-01 1.855876465927458474e-02
4.107730352228345510e+03 8.526740613981571570e-01 1.850657795759732063e-02
4.108130352228346055e+03 8.417112403105445617e-01 1.854252565202690189e-02
4.108530352228345691e+03 8.505628261175318672e-01 1.858375534222091174e-02
4.108930352228345328e+03 8.471201945637150121e-01 1.856804136914155801e-02
4.109330352228345873e+03 8.772361279769369524e-01 1.826225866490888139e-02
4.109730352228345510e+03 8.531370339596587860e-01 1.788806741679218118e-02
4.110130352228345146e+03 8.622443968101298761e-01 1.899033662022303268e-02
4.110530352228345691e+03 8.565622272610227128e-01 1.857915571692566464e-02
4.110930352228345328e+03 8.443226382359599880e-01 1.829892849848079733e-02
4.111330352228345873e+03 8.363459976041465183e-01 1.882476152654393581e-02
4.111730352228345510e+03 8.701144452469922186e-01 2.213481700717770395e-02
4.112130352228345146e+03 9.652581795090161565e-01 2.727756054888873932e-02
4.112530352228345691e+03 8.628837082195823793e-01 1.931210976327613765e-02
4.112930352228345328e+03 8.282086184974786214e-01 1.917777454634283368e-02
4.113330352228344964e+03 8.464394131835794033e-01 2.151125583415087680e-02
4.113730352228345510e+03 8.599943041726672011e-01 1.929760547020955425e-02
4.114130352228345146e+03 8.331289526799844358e-01 1.888361327698964004e-02
4.114530352228345691e+03 8.517631251164328177e-01 2.032453629615475765e-02
4.114930352228345328e+03 9.440816416418976731e-01 2.754036600233922272e-02
4.115330352228344964e+03 9.454667265221122774e-01 2.583627156498673541e-02
4.115730352228345510e+03 9.210312261223890795e-01 2.452558102250050262e-02
4.116130352228345146e+03 8.553614422322238786e-01 1.972207902111561620e-02
4.116530352228344782e+03 8.468323445053644871e-01 1.846900385044802223e-02
4.116930352228345328e+03 8.381042410501819973e-01 1.899396093768872251e-02
4.117330352228344964e+03 8.512976042790173503e-01 1.785039050758951626e-02
4.117730352228345510e+03 8.313050069101606265e-01 1.767647143902763632e-02
4.118130352228345146e+03 8.356575508037318301e-01 1.817717257171516318e-02
4.118530352228344782e+03 8.425766407881870590e-01 1.839465514310378857e-02
4.118930352228345328e+03 8.278232669184364401e-01 1.845142776372337562e-02
4.119330352228344964e+03 8.491153356924957540e-01 1.862056751430660878e-02
4.119730352228344600e+03 8.352489133935406818e-01 1.794480118131566715e-02
4.120130352228345146e+03 8.467164318137386791e-01 1.843244775254193266e-02
4.120530352228344782e+03 8.342513915779151690e-01 1.892702010911879312e-02
4.120930352228345328e+03 8.515926735799050906e-01 1.890250999664979184e-02
4.121330352228344964e+03 8.399768578908562988e-01 1.865031598518743575e-02
4.121730352228344600e+03 8.398393116359463839e-01 2.158738150312383697e-02
4.122130352228345146e+03 9.137435674985818768e-01 2.278891849803233588e-02
4.122530352228344782e+03 9.138304855227057377e-01 2.583937969114922031e-02
4.122930352228344418e+03 9.779592681697960588e-01 3.927133919590102690e-02
4.123330352228344964e+03 8.188114652153509754e-01 2.426799356370944877e-02
4.123730352228344600e+03 8.037438055796560787e-01 2.118672133961793311e-02
4.124130352228345146e+03 9.182631924045847605e-01 4.518133593270695636e-02
4.124530352228344782e+03 9.052623041054129738e-01 3.810750514551337204e-02
4.124930352228344418e+03 8.472953895031938298e-01 1.759267366773059615e-02
4.125330352228344964e+03 8.520424727253120833e-01 1.800126812885403244e-02
4.125730352228344600e+03 8.576356809842142770e-01 1.683635082196722685e-02
4.126130352228344236e+03 8.450406075913518000e-01 1.773623291435872870e-02
4.126530352228344782e+03 8.124736652336318476e-01 2.113407797147019707e-02
4.126930352228344418e+03 8.428287374265025500e-01 2.429681220249648929e-02
4.127330352228344964e+03 8.287153124241130042e-01 2.441435018112884936e-02
4.127730352228344600e+03 7.962846123782469920e-01 2.123872698942947182e-02
4.128130352228344236e+03 8.485212303390863298e-01 1.805505415384575651e-02
4.128530352228344782e+03 8.578355888415203356e-01 1.739216870561097195e-02
4.128930352228344418e+03 8.581108739583278577e-01 1.747436091410320413e-02
4.129330352228344054e+03 8.549784179862242040e-01 1.748078171246974025e-02
4.129730352228344600e+03 8.534199296899513953e-01 1.723266288146602099e-02
4.130130352228344236e+03 9.430161798976767207e-01 2.244963414477550018e-02
4.130530352228344782e+03 8.781282454708213558e-01 1.814286625089062480e-02
4.130930352228344418e+03 8.124666839920656747e-01 1.898638404576179564e-02
4.131330352228344054e+03 8.349613280590905129e-01 2.088644372220001266e-02
4.131730352228344600e+03 8.299236931566055242e-01 1.875480082027418394e-02
4.132130352228344236e+03 7.915385835721379104e-01 2.180735142238367577e-02
4.132530352228343872e+03 8.165988186062297371e-01 2.130291536482017620e-02
4.132930352228344418e+03 8.528213875063177518e-01 1.698036738746009147e-02
4.133330352228344054e+03 8.221312956831073882e-01 1.781086159574441288e-02
4.133730352228344600e+03 9.231490830714833562e-01 2.241816573383959704e-02
4.134130352228344236e+03 8.501393564970028960e-01 1.707366732493596079e-02
4.134530352228343872e+03 8.784227585091952673e-01 1.765000312830659543e-02
4.134930352228344418e+03 8.665595242363476336e-01 1.778743550055045600e-02
4.135330352228344054e+03 8.394531559192199843e-01 1.745359894312449589e-02
4.135730352228343691e+03 8.717643442065776682e-01 1.765849643496657934e-02
4.136130352228344236e+03 8.601135760270640640e-01 1.760634896745118597e-02
4.136530352228343872e+03 8.555218333348906246e-01 1.732188699497547862e-02
4.136930352228344418e+03 8.905533411364026097e-01 1.932512399158781147e-02
4.137330352228344054e+03 8.853961021305616352e-01 1.985004120413563083e-02
4.137730352228343691e+03 8.719392353903806514e-01 2.032979541935329634e-02
4.138130352228344236e+03 8.336551070752175052e-01 2.313704088909217596e-02
4.138530352228343872e+03 7.933991893103170545e-01 2.052354702714996246e-02
4.138930352228343509e+03 8.437263858018063667e-01 1.781847833273058831e-02
4.139330352228344054e+03 8.673599137608608567e-01 1.861808996347859985e-02
4.139730352228343691e+03 8.535623290222928983e-01 1.725218802822928166e-02
4.140130352228344236e+03 8.381689075226430585e-01 1.665389339785345799e-02
4.140530352228343872e+03 8.429139218317011073e-01 1.701407353316313625e-02
4.140930352228343509e+03 8.320940654578226070e-01 1.632279145170746279e-02
4.141330352228344054e+03 8.264393625954803424e-01 1.627111254062161769e-02
4.141730352228343691e+03 8.536759884802901377e-01 1.740806575290687608e-02
4.142130352228343327e+03 8.352727005326809895e-01 1.695182433766333208e-02
4.142530352228343872e+03 8.241678087340502668e-01 1.732486000615368615e-02
4.142930352228343509e+03 8.668201307607474870e-01 1.842261342645931665e-02
4.143330352228344054e+03 9.014499917046542299e-01 2.169544521463535186e-02
4.143730352228343691e+03 8.988187019083018203e-01 2.104043560425111065e-02
4.144130352228343327e+03 8.518446949833380355e-01 1.820751327979602124e-02
4.144530352228343872e+03 8.621378192961158815e-01 1.790566404206207080e-02
4.144930352228343509e+03 8.283213050555259249e-01 1.675751110732398921e-02
4.145330352228343145e+03 8.290449893790041713e-01 1.720735820831970769e-02
4.145730352228343691e+03 8.345082067147776561e-01 1.642879897647829893e-02
4.146130352228343327e+03 8.127142176469206447e-01 1.632082803868362131e-02
4.146530352228343872e+03 8.053143518916343613e-01 1.670146829473471636e-02
4.146930352228343509e+03 8.043802409486665583e-01 1.739380543015306771e-02
4.147330352228343145e+03 8.123824897379400278e-01 1.724414258258647262e-02
4.147730352228343691e+03 8.121447217076100955e-01 1.653971587269271667e-02
4.148130352228343327e+03 8.282575520566706206e-01 1.621263083883724143e-02
4.148530352228342963e+03 8.147454967014126082e-01 1.600091777103074611e-02
4.148930352228343509e+03 8.084229291460048872e-01 1.703188551626940925e-02
4.149330352228343145e+03 8.550062163787502945e-01 1.782719196464013084e-02
4.149730352228343691e+03 8.512516944131065522e-01 1.801636311135539764e-02
4.150130352228343327e+03 8.420858071569510273e-01 1.693136136665956276e-02
4.150530352228342963e+03 8.130991324161001010e-01 1.625879485802463748e-02
4.150930352228343509e+03 8.155281481187952597e-01 1.691384319576017675e-02
4.151330352228343145e+03 8.192526999494463835e-01 1.613588857193093418e-02
4.151730352228342781e+03 8.160850126996990195e-01 1.627527702014605962e-02
4.152130352228343327e+03 8.039099562723059922e-01 1.666298044841527451e-02
4.152530352228342963e+03 8.190922035732541850e-01 1.628734889676697328e-02
4.152930352228343509e+03 8.087070749108726808e-01 1.755790518230156486e-02
4.153330352228343145e+03 8.333000337048555028e-01 1.734834960513948268e-02
4.153730352228342781e+03 8.243511799084717317e-01 1.737389886760196470e-02
4.154130352228343327e+03 8.054718892278992515e-01 1.976076663211933510e-02
4.154530352228342963e+03 8.077035516158894701e-01 2.146018172835926011e-02
4.154930352228342599e+03 7.521098265171536346e-01 2.085388993538909649e-02
4.155330352228343145e+03 7.431937691659684653e-01 2.283235779227327580e-02
4.155730352228342781e+03 7.900899701614865211e-01 2.094982378048437788e-02
4.156130352228343327e+03 8.115277976551654726e-01 1.641456662662622509e-02
4.156530352228342963e+03 8.082415597573560095e-01 1.753085091632297990e-02
4.156930352228342599e+03 8.006598297279319265e-01 1.986591880898709236e-02
4.157330352228343145e+03 7.949589276593495013e-01 1.923357054267444202e-02
4.157730352228342781e+03 7.949304074701135647e-01 1.923022474012021921e-02
4.158130352228342417e+03 7.776861233564120734e-01 1.917182985102809656e-02
4.158530352228342963e+03 7.949789900444791391e-01 1.913915043170655653e-02
4.158930352228342599e+03 7.888623957007798726e-01 1.848756112292656781e-02
4.159330352228343145e+03 7.463682468275758541e-01 2.221811651121867806e-02
4.159730352228342781e+03 7.140170110915554647e-01 2.334156815147555436e-02
4.160130352228342417e+03 8.084461529207133124e-01 2.486937129983283687e-02
4.160530352228342963e+03 8.092537018834788931e-01 1.935028343364073727e-02
4.160930352228342599e+03 8.314504629246427525e-01 2.238635866672027824e-02
4.161330352228342235e+03 8.296819365939392954e-01 2.065054224873652533e-02
4.161730352228342781e+03 7.973591846381273829e-01 1.817665200803920272e-02
4.162130352228342417e+03 8.003152538976660013e-01 1.888424214117188221e-02
4.162530352228342963e+03 8.056474826861893535e-01 1.829395537277499206e-02
4.162930352228342599e+03 8.067160459016433638e-01 1.745549919554412882e-02
4.163330352228342235e+03 7.977997254106743430e-01 1.724565236987389213e-02
4.163730352228342781e+03 7.898401017040994621e-01 1.778689787858422217e-02
4.164130352228342417e+03 7.893567888663119980e-01 1.860842624664811248e-02
4.164530352228342053e+03 8.136830934395548054e-01 1.934184765277971105e-02
4.164930352228342599e+03 8.060607548935586619e-01 1.735251417894525389e-02
4.165330352228342235e+03 7.916300079174967141e-01 1.763913921338573776e-02
4.165730352228342781e+03 7.999759861844984998e-01 2.118319277959285554e-02
4.166130352228342417e+03 7.796781021418333069e-01 2.048895123626335094e-02
4.166530352228342053e+03 8.646058090127461959e-01 2.531268624198259806e-02
4.166930352228342599e+03 8.277344105129915697e-01 2.392945187039110036e-02
4.167330352228342235e+03 8.280422593991008107e-01 2.063420385782478716e-02
4.167730352228341872e+03 8.392735147245601324e-01 2.007051239553905506e-02
4.168130352228342417e+03 7.986808349301433019e-01 1.841860070043888076e-02
4.168530352228342053e+03 8.141969583857301407e-01 1.852793724519658305e-02
4.168930352228342599e+03 8.050810727625533625e-01 1.922486108983224168e-02
4.169330352228342235e+03 8.583752474860860682e-01 1.923353801202147204e-02
4.169730352228341872e+03 8.216948184926625709e-01 1.800431762445305409e-02
4.170130352228342417e+03 8.102866729207514052e-01 1.782436214471371308e-02
4.170530352228342053e+03 8.258504097548595713e-01 1.810544638288405159e-02
4.170930352228341690e+03 8.153351661400477512e-01 1.747551619396761277e-02
4.171330352228342235e+03 8.213004382182907959e-01 1.776433749909505505e-02
4.171730352228341872e+03 8.087701987396298531e-01 1.793939992063505254e-02
4.172130352228342417e+03 8.006035320183195747e-01 1.766551682017159994e-02
4.172530352228342053e+03 8.141952991898193659e-01 1.741727657136675489e-02
4.172930352228341690e+03 8.123052969741941798e-01 1.761050690041265215e-02
4.173330352228342235e+03 8.187068046671009958e-01 1.794526457418310628e-02
4.173730352228341872e+03 8.038247527618737065e-01 2.015228945747891270e-02
4.174130352228341508e+03 8.088440675895739451e-01 2.533745380585434095e-02
4.174530352228342053e+03 7.725900887984659127e-01 2.152417559476871994e-02
4.174930352228341690e+03 8.199072631564302549e-01 1.835639773357381627e-02
4.175330352228342235e+03 8.246893818477527560e-01 1.825724594128294576e-02
4.175730352228341872e+03 8.214430618500424552e-01 1.764846285494401507e-02
4.176130352228341508e+03 8.285470452060363922e-01 1.706709751487570786e-02
4.176530352228342053e+03 8.092284863715484278e-01 1.751853987312198060e-02
4.176930352228341690e+03 8.172216361833596343e-01 1.743962072689828752e-02
4.177330352228341326e+03 8.104845108664756603e-01 1.914176270933318214e-02
4.177730352228341872e+03 8.582795473055409019e-01 1.870002532748936061e-02
4.178130352228341508e+03 8.471874805626882221e-01 1.789558363980621111e-02
4.178530352228342053e+03 8.239179153103575182e-01 1.714554513271364725e-02
4.178930352228341690e+03 8.214986645755850692e-01 1.726105542076231125e-02
4.179330352228341326e+03 8.130158664084472520e-01 1.791072261338231414e-02
4.179730352228341872e+03 8.339447978544350937e-01 1.741373635405646728e-02
4.180130352228341508e+03 8.339844163837769608e-01 1.752155995348703837e-02
4.180530352228341144e+03 8.391689146206985361e-01 1.811718996470871798e-02
4.180930352228341690e+03 8.376154632605969930e-01 1.766339488930702972e-02
4.181330352228341326e+03 8.212844378758625830e-01 1.748911078468571093e-02
4.181730352228341872e+03 8.333843437582520997e-01 1.739013724093269042e-02
4.182130352228341508e+03 8.209342932098073753e-01 1.735043633148136005e-02
4.182530352228341144e+03 7.663821134436176186e-01 2.090545298412656988e-02
4.182930352228341690e+03 7.658976263299713816e-01 2.230967280924503124e-02
4.183330352228341326e+03 7.631867060363489719e-01 2.288447131266144532e-02
4.183730352228340962e+03 8.263335261436085544e-01 1.849096807721254537e-02
4.184130352228341508e+03 8.171970525143625874e-01 1.851926345935882290e-02
4.184530352228341144e+03 8.164281322386635065e-01 1.847902126869319442e-02
4.184930352228341690e+03 8.583706038070396671e-01 1.916075858552521161e-02
4.185330352228341326e+03 8.253618888885912996e-01 1.770108230250060088e-02
4.185730352228340962e+03 8.333810579773368588e-01 1.764313327716989302e-02
4.186130352228341508e+03 8.308099776836255224e-01 1.733727587052215011e-02
4.186530352228341144e+03 8.248537052170324957e-01 1.711545419945220345e-02
4.186930352228340780e+03 8.439601859740711864e-01 1.756760805733640837e-02
4.187330352228341326e+03 8.788131841001147748e-01 2.051076175559718440e-02
4.187730352228340962e+03 8.650142385283525748e-01 2.026347990558721029e-02
4.188130352228341508e+03 8.534475576973176159e-01 1.959563093456248226e-02
4.188530352228341144e+03 8.665823449200426021e-01 1.888227288082428360e-02
4.188930352228340780e+03 8.224963141550823975e-01 1.738240529472876231e-02
4.189330352228341326e+03 8.244097014230101772e-01 1.738929674194832770e-02
4.189730352228340962e+03 8.329619337988881655e-01 1.755310419424525176e-02
4.190130352228340598e+03 8.358434541196065881e-01 1.712662293424136242e-02
4.190530352228341144e+03 8.112558655664189322e-01 1.741240951830059017e-02
4.190930352228340780e+03 7.646873073988159630e-01 2.020083156301764882e-02
4.191330352228341326e+03 7.758591034811416209e-01 2.034057000330596887e-02
4.191730352228340962e+03 8.082826819438005961e-01 1.756333011216321127e-02
4.192130352228340598e+03 8.412870904901891267e-01 1.916327558128466321e-02
4.192530352228341144e+03 8.706623463556896203e-01 2.162701027095904546e-02
4.192930352228340780e+03 8.675077826936610226e-01 1.946132446482723086e-02
4.193330352228340416e+03 8.681062817119455932e-01 2.079353447694976681e-02
4.193730352228340962e+03 8.489304062220909275e-01 1.950578591864625747e-02
4.194130352228340598e+03 8.348618018135152141e-01 1.856552690353972454e-02
4.194530352228341144e+03 8.204070604063680161e-01 1.784630410138856801e-02
4.194930352228340780e+03 8.388738308442120761e-01 1.778586754121631516e-02
4.195330352228340416e+03 8.331477388634058734e-01 1.754189185396181488e-02
4.195730352228340962e+03 8.298766336510958741e-01 1.707195472518740695e-02
4.196130352228340598e+03 8.174123687301056984e-01 1.697556593157508939e-02
4.196530352228340234e+03 8.283161916497993049e-01 1.733603462316629304e-02
4.196930352228340780e+03 8.455021317987474472e-01 1.896752617117828527e-02
4.197330352228340416e+03 8.155547480331989396e-01 1.767810134111838169e-02
4.197730352228340962e+03 8.221416728144987918e-01 1.771501320171806060e-02
4.198130352228340598e+03 8.147369779685442737e-01 1.762131457378718347e-02
4.198530352228340234e+03 7.548714262244918816e-01 2.192971623629780265e-02
4.198930352228340780e+03 7.571711428440867087e-01 2.264725422981862107e-02
4.199330352228340416e+03 7.730234727662360639e-01 2.135191197772248056e-02
4.199730352228340053e+03 8.220617971711754457e-01 1.791125588373385785e-02
4.200130352228340598e+03 8.406070445982206651e-01 1.799830939353196796e-02
4.200530352228340234e+03 8.712337115762127659e-01 1.933786679696506902e-02
4.200930352228340780e+03 8.724618529777252718e-01 1.932474846920032366e-02
4.201330352228340416e+03 8.258099223427293190e-01 1.733439887416508146e-02
4.201730352228340053e+03 8.266633014117455991e-01 1.839989179595685406e-02
4.202130352228340598e+03 8.353683167985763713e-01 1.733577451996911808e-02
4.202530352228340234e+03 8.085657647622542799e-01 1.775028959098325435e-02
4.202930352228339871e+03 8.114890137983455931e-01 1.803130725629865927e-02
4.203330352228340416e+03 8.101428096980171079e-01 1.769856222410270269e-02
4.203730352228340053e+03 7.995558419225865521e-01 1.767108248582889909e-02
4.204130352228340598e+03 8.142788488791192769e-01 1.701038530928733819e-02
4.204530352228340234e+03 8.145604273419552177e-01 1.672488954528258617e-02
4.204930352228339871e+03 8.106234061914466826e-01 1.698252900544631322e-02
4.205330352228340416e+03 8.090218986214176011e-01 1.715247692700264115e-02
4.205730352228340053e+03 8.175032808364743886e-01 1.782152710357420497e-02
4.206130352228339689e+03 8.360065223111866617e-01 1.944856847489583040e-02
4.206530352228340234e+03 8.222296683002033868e-01 1.749649485020268389e-02
4.206930352228339871e+03 8.093743437324979473e-01 1.678844281877991257e-02
4.207330352228340416e+03 8.183956174844759790e-01 1.731396958185467752e-02
4.207730352228340053e+03 8.204309209313072060e-01 1.765559438163408559e-02
4.208130352228339689e+03 8.214052252857678704e-01 1.716895664082843803e-02
4.208530352228340234e+03 8.081797998362968416e-01 1.738806207025625494e-02
4.208930352228339871e+03 8.174506644942174383e-01 1.895044388017703973e-02
4.209330352228339507e+03 8.388885185497706454e-01 1.965279671900017899e-02
4.209730352228340053e+03 8.072443923985165304e-01 3.416499398984181035e-02
4.210130352228339689e+03 7.648549854267380210e-01 2.495111310844725511e-02
4.210530352228340234e+03 7.839336173917211825e-01 1.978195351972093785e-02
4.210930352228339871e+03 8.093566575807613628e-01 1.773307923317845106e-02
4.211330352228339507e+03 8.172664017399164926e-01 1.770319035586253448e-02
4.211730352228340053e+03 8.115754819750430338e-01 1.752924586215679273e-02
4.212130352228339689e+03 8.137724816631474178e-01 1.683922272830183295e-02
4.212530352228339325e+03 8.207689233797055284e-01 1.729340885701040331e-02
4.212930352228339871e+03 8.223824339471765832e-01 1.745016878614938025e-02
4.213330352228339507e+03 8.252554384988711744e-01 1.769308997942668771e-02
4.213730352228340053e+03 8.182707848418356855e-01 1.725226021082394354e-02
4.214130352228339689e+03 8.031911994575853253e-01 1.715531842322564129e-02
4.214530352228339325e+03 8.167972043274773775e-01 1.772438867445605415e-02
4.214930352228339871e+03 8.131621249879468216e-01 1.725475767550107078e-02
4.215330352228339507e+03 8.015036734387600559e-01 1.799097684123405691e-02
4.215730352228339143e+03 8.251369180292302818e-01 1.971368276301550121e-02
4.216130352228339689e+03 8.307544069507322160e-01 1.817421387522152529e-02
4.216530352228339325e+03 7.912125893753141348e-01 2.326145597834717443e-02
4.216930352228339871e+03 7.550021330464210534e-01 2.552547094721120333e-02
4.217330352228339507e+03 7.931370176709096054e-01 2.955787046714472219e-02
4.217730352228339143e+03 8.373228275141904042e-01 2.039073793311558386e-02
4.218130352228339689e+03 8.130314250749979266e-01 1.768452810681471823e-02
4.218530352228339325e+03 8.172545482201734046e-01 1.788098655656482003e-02
4.218930352228338961e+03 8.238458012951587195e-01 1.750093421651541942e-02
4.219330352228339507e+03 8.177917293776184593e-01 1.884421633909333371e-02
4.219730352228339143e+03 8.184612380114673069e-01 1.914594455415894250e-02
4.220130352228339689e+03 8.605466720128283065e-01 1.897469604509816055e-02
4.220530352228339325e+03 8.293630178257582752e-01 2.099128579807537850e-02
4.220930352228338961e+03 8.535220686350092345e-01 1.963342381543181983e-02
4.221330352228339507e+03 8.343301843657121575e-01 1.778572174061564953e-02
4.221730352228339143e+03 8.232485462836321988e-01 1.709422061794179173e-02
4.222130352228338779e+03 8.179734873491368852e-01 1.701574683900532528e-02
4.222530352228339325e+03 8.279653123476370391e-01 1.831555129754165040e-02
4.222930352228338961e+03 8.086115465128862478e-01 1.865471950270160273e-02
4.223330352228339507e+03 8.056439707306800591e-01 2.017136557882509215e-02
4.223730352228339143e+03 8.350908535051093651e-01 1.937973825826268606e-02
4.224130352228338779e+03 8.276903564450804884e-01 1.789177316048170402e-02
4.224530352228339325e+03 8.560399947016560374e-01 1.901963139009122186e-02
4.224930352228338961e+03 8.185906514148895141e-01 1.947151491323034778e-02
4.225330352228338597e+03 8.202240695811423565e-01 1.804593521280058177e-02
4.225730352228339143e+03 8.164979066923769846e-01 1.786397941533894931e-02
4.226130352228338779e+03 8.411075001150625230e-01 1.909924579783370269e-02
4.226530352228339325e+03 8.344511695749327052e-01 1.779906636190946301e-02
4.226930352228338961e+03 8.251728803054697581e-01 1.749033433748035243e-02
4.227330352228338597e+03 8.187450963552517225e-01 1.822849927037596338e-02
4.227730352228339143e+03 7.912853304334330762e-01 2.085846837898986880e-02
4.228130352228338779e+03 8.199057893785695050e-01 1.890819208169103316e-02
4.228530352228338415e+03 8.458890392860711760e-01 1.873693757720637162e-02
4.228930352228338961e+03 8.236313679091219475e-01 1.762972102054615256e-02
4.229330352228338597e+03 8.307803434221573413e-01 1.771057054849292309e-02
4.229730352228339143e+03 8.431735054167701637e-01 1.843543278242286074e-02
4.230130352228338779e+03 8.232482014115051205e-01 1.910309029902205677e-02
4.230530352228338415e+03 8.095759669925175483e-01 2.008503145200220968e-02
4.230930352228338961e+03 7.777533972871730761e-01 2.610896252266881046e-02
4.231330352228338597e+03 8.185208773421627226e-01 2.525639254985255835e-02
4.231730352228338234e+03 8.481843440060637951e-01 2.052505357670171560e-02
4.232130352228338779e+03 8.396786054451089720e-01 1.834010366412800949e-02
4.232530352228338415e+03 8.208920854474304196e-01 2.061061408671557502e-02
4.232930352228338961e+03 8.163712109671703576e-01 2.183121916333646134e-02
4.233330352228338597e+03 8.741874321204701204e-01 2.137357326255972731e-02
4.233730352228338234e+03 8.672769714163731658e-01 1.893235638253536884e-02
4.234130352228338779e+03 8.390620787457293561e-01 1.881010564926839310e-02
4.234530352228338415e+03 8.594629937548832199e-01 1.915885662789319419e-02
4.234930352228338052e+03 8.614330075153109334e-01 1.824013499497083995e-02
4.235330352228338597e+03 8.496497988781691602e-01 1.926147332076722646e-02
4.235730352228338234e+03 8.372776153243423058e-01 1.985203559337447854e-02
4.236130352228338779e+03 8.363474742334164880e-01 1.939828844757124360e-02
4.236530352228338415e+03 8.598064862943196607e-01 1.911481575366558161e-02
4.236930352228338052e+03 8.135493333634518098e-01 2.736795470748841150e-02
4.237330352228338597e+03 7.971808140701788226e-01 2.542442521857917609e-02
4.237730352228338234e+03 8.018550955097085708e-01 2.421195495210285917e-02
4.238130352228337870e+03 8.625026617715668698e-01 1.916200325755262890e-02
4.238530352228338415e+03 8.361161135820665002e-01 2.064581142918456291e-02
4.238930352228338052e+03 8.692572392229321876e-01 2.010980247905298432e-02
4.239330352228338597e+03 8.804771452825925770e-01 1.867092411489732970e-02
4.239730352228338234e+03 8.939209387665897344e-01 1.923967206289956683e-02
4.240130352228337870e+03 8.788816317383812970e-01 2.009035014842710382e-02
4.240530352228338415e+03 9.214153050800711897e-01 2.197375780688419489e-02
4.240930352228338052e+03 8.892410048942763767e-01 1.867839852575910869e-02
4.241330352228337688e+03 8.793643117781005936e-01 1.818827638276253669e-02
4.241730352228338234e+03 8.926362260746454336e-01 1.811370150570758286e-02
4.242130352228337870e+03 8.570643780883621110e-01 1.784148404940810728e-02
